name,main_info,whisky_type,volume(cl),alcohol(%),price(£),style_body_last,style_richness_last,style_smoke_last,style_sweetness_last,characters,food_paring,bottler,bottling_decade_clean,bottler_canon,is_independent,bottling_year,age,age_,age_int,is_nas,country,region,casktype,cask_group,colouring,vintage,vintage_clean,nose,palate,finish,reviews,_text_all,price_per_cl,alcohol_density,smoky_family,fruity_family,floral_family,herbal_family,sweet_family,nutty_family,spicy_family,woody_family,earthy_family,malty_family,creamy_family,wine_family,marine_family,other_family,rarity_scarcity,rarity_price_premium,rarity_distillery,rarity_vintage,rarity_score,cluster_taste,cluster_taste_name,pc1,pc2
Compass Box Flaming Heart2018 Edition,blended malt scotch whiskycompass box,blended malt,70.0,48.9,123.0,3.0,2.7,0.8,2.6,no description,,compass box,,compass box,1,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,Enjoyed every drop of this fantastic whisky great job compass box.,no description no description no description no description enjoyed every drop of this fantastic whisky great job compass box,1.7571428571428571,3423.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3452841935826765,0.0072162577296101,0.0,0.0,0.2091056381086061,1,Balanced,-0.6107745993416888,0.5737110020382763
Compass Box Canvas,blended malt scotch whiskycompass box,blended malt,70.0,46.0,103.0,3.0,2.3,0.8,3.0,Orange,,compass box,,compass box,1,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,False,,,no description,no description,no description,,orange no description no description no description,1.4714285714285715,3220.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3452841935826765,0.0057591637912739,0.0,0.0,0.2082412801861533,1,Balanced,-0.6880100983413628,-0.027026286557522795
Naked Malt Blended Malt,blended malt scotch whisky,blended malt,70.0,40.0,26.95,3.0,3.0,0.0,3.0,"Nutmeg, Malt, Dried Fruit, Oak, Cinnamon, Ginger",,,,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,first-fill oloroso sherry  finish,sherry,Unknown,,,no description,no description,no description,Best blended malt || A beautiful warm and fruity whisky. Excellent buy. || I bought is as a gift for my friend and she liked it!,nutmeg malt dried fruit oak cinnamon ginger no description no description no description best blended malt beautiful warm and fruity whisky excellent buy bought is as gift for my friend and she liked it,0.385,2800.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0002185640907504,0.0,0.0,0.0001296536883679,1,Balanced,-0.019136994712462305,-0.6157242202255798
The Six Isles Batch Strength,blended malt scotch whisky,blended malt,70.0,58.0,52.5,3.0,2.0,3.0,2.0,"Smoke, Salt (powder), Lime, Banana, Apple, Strawberry",,,,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,False,,,no description,no description,no description,,smoke salt powder lime banana apple strawberry no description no description no description,0.75,4060.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4574146447120491,0.0,0.0,0.2713414431290985,3,Smoky & Full-Body,-1.7539609020462414,3.2322573757874813
Compass Box Duality,blended malt whiskycompass box,blended malt,70.0,52.0,176.0,4.0,4.0,4.0,3.0,"Ash, Peat smoke, Mixed Herb, Orange, Peardrops, Lemongrass",,compass box,,compass box,1,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,ash peat smoke mixed herb orange peardrops lemongrass no description no description no description,2.5142857142857142,3640.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3452841935826765,0.0110775566662011,0.0,0.0,0.2113961866031062,3,Smoky & Full-Body,2.0130508829454725,3.658310931210824
Rock Island Tequila Edition,blended malt scotch whiskydouglas laing,blended malt,70.0,48.0,60.75,3.0,4.0,4.0,3.0,"Ash, Caramel, Seaweed",,douglas laing,,douglas laing,1,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,ash caramel seaweed no description no description no description,0.8678571428571429,3360.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.3436892433440464,0.0026810528465386,0.0,0.0,0.2054691888681694,3,Smoky & Full-Body,0.8151001703260093,3.325117535646822
Speyside Blended Malt (Burnside) 198930 Year Old The Artful Dodger,speyside blended malt scotch whiskythe artful dodger,blended malt,50.0,51.2,199.0,4.0,4.0,0.0,3.0,"Toffee, Vanilla, Hazelnut, Dried Fruit",,the artful dodger,,artful dodger,1,,30 year old,30.0,30.0,0,scotland,speyside,refill bourbon barrel,bourbon,Unknown,,,no description,no description,no description,,toffee vanilla hazelnut dried fruit no description no description no description,3.98,2560.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.7330053300533006,0.2859540005643323,0.0,0.7805182641273812,0.9131259821684968,4,Rich & Full-Body,2.1073920919476614,-0.06089702743221838
Scallywag Winter EditionOrange Wine Cask Finish,speyside single malt scotch whiskydouglas laing,single malt,70.0,53.9,60.75,3.0,4.0,1.0,3.0,"Black tea, Oak, Candied peel, Orange, Milk Chocolate, Grape",,douglas laing,,douglas laing,1,,,,16.203125,1,scotland,speyside,orange wine finish,wine_port,False,,,no description,no description,no description,,black tea oak candied peel orange milk chocolate grape no description no description no description,0.8678571428571429,3773.0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0.3436892433440464,0.0026810528465386,0.0,0.0,0.2054691888681694,1,Balanced,0.8858560770776511,0.5357115666645399
Scallywag Chocolate EditionBot.2024,speyside blended malt scotch whiskydouglas laing,blended malt,70.0,48.0,55.5,3.4,3.3,0.0,3.3,"Hazelnut, Milk Chocolate, Coconut, Cacao, Vanilla",,douglas laing,,douglas laing,1,2024.0,,,17.584415584415584,1,scotland,unknown_scotland,port finish,wine_port,Unknown,,,no description,no description,no description,,hazelnut milk chocolate coconut cacao vanilla no description no description no description,0.7928571428571428,3360.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.3436892433440464,0.0022985656877253,0.0161692085827907,0.0,0.2116367504209886,1,Balanced,0.9592636905099639,-0.8000195501092126
Elements of Islay Cask Edit,islay blended malt scotch whiskyelixir distillers,blended malt,70.0,46.0,46.75,3.0,2.0,2.0,3.0,"Smoke, Coffee, Orange, Vanilla, Oak, Almond",,elixir distillers,,elixir distillers,1,,,,10.5,1,scotland,islay,not specified,unknown,False,,,no description,no description,no description,,smoke coffee orange vanilla oak almond no description no description no description,0.6678571428571428,3220.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0.355172885062184,0.0016610870897032,0.0,0.0,0.2116763118114288,3,Smoky & Full-Body,-0.9948859732542177,1.022245961866582
Elements of Islay Bourbon Cask,islay blended malt scotch whiskyelixir distillers,blended malt,70.0,54.5,60.75,4.0,2.0,3.0,3.0,"Smoke, Coffee, Pineapple, Vanilla, Custard, Orange",,elixir distillers,,elixir distillers,1,,,,17.584415584415584,1,scotland,unknown_scotland,bourbon,bourbon,False,,,no description,no description,no description,,smoke coffee pineapple vanilla custard orange no description no description no description,0.8678571428571429,3815.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.355172885062184,0.0026810528465386,0.0,0.0,0.2122813623571458,3,Smoky & Full-Body,0.17947943711469821,2.285241347091345
Compass Box The CircleRelease 2,blended malt scotch whiskycompass box,blended malt,70.0,46.0,132.0,2.0,2.0,0.0,4.0,"Peach, Pineapple, Vanilla, Honey, Sultana",,compass box,,compass box,1,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,False,,,no description,no description,no description,,peach pineapple vanilla honey sultana no description no description no description,1.8857142857142857,3220.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.3452841935826765,0.0078719500018614,0.0,0.0,0.2094945991737099,6,Sweet,-1.4101764548311095,-2.45076083727908
Wemyss Malts Peat Chimney,blended malt scotch whiskywemyss,blended malt,70.0,46.0,38.5,2.7,2.8,0.1,2.8,no description,,wemyss,,wemyss,1,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,False,,,no description,no description,no description,A trifle lightweight but otherwise workmanlike || Very smooth,no description no description no description no description trifle lightweight but otherwise workmanlike very smooth,0.55,3220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4441711083777504,0.0010600358401396,0.0,0.0,0.2641141087079842,1,Balanced,-0.7136943388397835,-0.4109869145225483
Mossburn Island Blended Malt,island blended malt scotch whiskymossburn,blended malt,70.0,46.0,51.5,2.0,3.0,3.0,2.0,"Lemon, Smoke, Vanilla, Salt (powder), Apple",,mossburn,,mossburn,1,,,,11.0,1,scotland,island,first-fill bourbon barrel finish,bourbon,False,,,no description,no description,no description,My favorite blend,lemon smoke vanilla salt powder apple no description no description no description my favorite blend,0.7357142857142858,3220.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.3885472188055214,0.0020071469000581,0.0,0.0,0.231679476020349,3,Smoky & Full-Body,-2.023333240625044,3.1206977774528384
Timorous Beastie Moscatel Finish,highland blended malt scotch whiskydouglas laing,blended malt,70.0,54.9,54.75,4.0,3.0,0.0,3.0,"Oak, Vanilla, Dried Fruit, Raspberry, Plums, Sponge cake",,douglas laing,,douglas laing,1,,,,14.75,1,scotland,highland,moscatel finish,wine_port,Unknown,,,no description,no description,no description,,oak vanilla dried fruit raspberry plums sponge cake no description no description no description,0.7821428571428571,3843.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.3436892433440464,0.0022439246650377,0.0,0.0,0.2052098814914336,5,Full-Body,1.1788137179070008,-0.28253082466157753
Big Peat Feis Ile 2025,islay blended malt scotch whiskydouglas laing,blended malt,70.0,50.0,63.75,4.0,4.0,4.0,2.0,"Seashell, Barbecue sauce, Coal, Ash, Peat smoke, Seaweed",,douglas laing,,douglas laing,1,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,False,,,no description,no description,no description,,seashell barbecue sauce coal ash peat smoke seaweed no description no description no description,0.9107142857142856,3500.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3436892433440464,0.002899616937289,0.0,0.0,0.2055988425565374,3,Smoky & Full-Body,1.277561256403996,4.938520355470963
Sideburn 1992 & 199331 Year Old Decadent Drams,blended malt scotch whiskydecadent drinks,blended malt,70.0,53.6,240.0,3.1,3.0,0.8,3.0,no description,,decadent drinks,,decadent drinks,1,,31 year old,31.0,31.0,0,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,3.4285714285714284,3752.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7496924969249692,0.015740257268877,0.0,0.8117389946924766,0.7750792104038785,1,Balanced,0.08178983474904629,0.1614367110594289
Old Perth 200915 Year Old Vintage Collection,blended malt scotch whisky,blended malt,70.0,53.6,94.75,4.0,3.0,0.0,3.0,"Wax, Sherry, Dried Fruit, Cinnamon, Walnut, Almond",,,,old perth,1,,15 year old,15.0,15.0,0,scotland,unknown_scotland,sherry,sherry,False,,,no description,no description,no description,,wax sherry dried fruit cinnamon walnut almond no description no description no description,1.3535714285714286,3752.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.7079745797457974,0.0051581125417102,0.0,0.3122073056509525,0.5465040906281347,5,Full-Body,1.1788137179070008,-0.28253082466157753
Ballantine's Pure MaltMaster's Selection,blended malt scotch whisky,blended malt,70.0,40.0,74.95,3.1,3.0,0.8,3.0,no description,,,,distillery bottling,0,,,,17.584415584415584,1,scotland,unknown_scotland,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,1.0707142857142855,2800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0037155895427573,0.0,0.0,0.0022041127022547,1,Balanced,0.08178983474904629,0.1614367110594289
Campbeltown 2017 Blended Malt7 Year Old Watt Whisky,campbeltown blended malt scotch whiskywatt whisky,blended malt,70.0,57.1,67.25,3.1,3.0,0.6,3.0,no description,,watt whisky,,watt whisky,1,,,,10.0,1,scotland,campbeltown,barrel,bourbon,False,,,no description,no description,no description,,no description no description no description no description,0.9607142857142856,3997.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7033392556147784,0.4584892514915721,0.0,0.0,0.6892044831341602,1,Balanced,0.08650689519915575,-0.02452368687272325
